Tag,Rng,ArtistNo,Title,Artist,ConstituentID,Nationality,Birth,Death,Date,Medium,CreditLine,AccessionNumber,Classification,Department,DateAcquired,ObjectID,URL,ThumbnailURL
9820,3,1939,Map of America,Toyin Ojih Odutola,1606,Chilean,1940,1993,1975,Pencil,Purchased with funds provided by the Latin American and Caribbean Fund and Donald B. Marron,2.2013,Drawing,Drawings,2/5/2013,164788,http://www.moma.org/collection/works/164788,http://www.moma.org/media/W1siZiIsIjI3ODg0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=35fb0421542a8d89
9821,2,1939,Canyon,Toyin Ojih Odutola,4823,American,1925,2008,1959,Oil,Gift of the family of Ileana Sonnabend,1782.2012,Painting,Painting & Sculpture,11/27/2012,165011,http://www.moma.org/collection/works/165011,http://www.moma.org/media/W1siZiIsIjI1NTc5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ca64cac7f8ccbf91
9822,5,1939,Hidden Structures 1,Toyin Ojih Odutola,42457,Hungarian,1937,0,1977-1980,Pencil,Committee on Drawings Funds,1774.2012.1,Drawing,Drawings,10/17/2012,165236,http://www.moma.org/collection/works/165236,http://www.moma.org/media/W1siZiIsIjI3MTcxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0bfdcda52a91a53e
9823,5,1939,Hidden Structures 2,Toyin Ojih Odutola,42457,Hungarian,1937,0,1977-1980,Pencil,Committee on Drawings Funds,1774.2012.2,Drawing,Drawings,10/17/2012,165237,http://www.moma.org/collection/works/165237,http://www.moma.org/media/W1siZiIsIjI3MTcxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=74b12c46fb473e12
9824,5,1940,Hidden Structures 3,Tracy Nakayama,42457,Hungarian,1937,0,1977-1980,Pencil,Committee on Drawings Funds,1774.2012.3,Drawing,Drawings,10/17/2012,165238,http://www.moma.org/collection/works/165238,http://www.moma.org/media/W1siZiIsIjI3MTcxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=86887078211605e0
9825,4,1940,Hidden Structures 4,Tracy Nakayama,42457,Hungarian,1937,0,1977-1980,Pencil,Committee on Drawings Funds,1774.2012.4,Drawing,Drawings,10/17/2012,165239,http://www.moma.org/collection/works/165239,http://www.moma.org/media/W1siZiIsIjI3MTcxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=25a2d47cf2af73fd
9826,4,1940,Hidden Structures 5,Tracy Nakayama,42457,Hungarian,1937,0,1977-1980,Pencil,Committee on Drawings Funds,1774.2012.5,Drawing,Drawings,10/17/2012,165240,http://www.moma.org/collection/works/165240,http://www.moma.org/media/W1siZiIsIjI3MjIxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=221a244165367202
9827,4,1940,Hidden Structures 6,Tracy Nakayama,42457,Hungarian,1937,0,1977-1980,Pencil,Committee on Drawings Funds,1774.2012.6,Drawing,Drawings,10/17/2012,165241,http://www.moma.org/collection/works/165241,http://www.moma.org/media/W1siZiIsIjI3MTcyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=32dda6faecb2fe76
9828,4,1941,Grizzly Gulch Valley Ohansburg Vermont,Trisha Brown,26683,American,1890,1972,1963-1965,Pen,"Gift of the Raymond K. Yoshida Living Trust and Kohler Foundation, Inc.",1793.2012,Drawing,Drawings,2/5/2013,165524,http://www.moma.org/collection/works/165524,http://www.moma.org/media/W1siZiIsIjI5MTA2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=052c457d49902add
9829,4,1941,Untitled Figure in profile,Trisha Brown,39943,American,1930,2009,,Pen,"Gift of the Raymond K. Yoshida Living Trust and Kohler Foundation, Inc.",1794.2012,Drawing,Drawings,2/5/2013,165525,http://www.moma.org/collection/works/165525,http://www.moma.org/media/W1siZiIsIjI5MTA2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=754c9cc6fd65ad04
9830,2,1941,The Picture of Dorian Gray,Trisha Brown,5084,American,1944,0,1974,"Marker on canvas, 20 parts","Partial gift of Stuart and Judy Spence and purchased with funds provided by Edward Joseph Gallagher 3rd Memorial Fund and Mr. and Mrs. Thomas Robins, Jr. both by exchange",1786.2012.a-t,Painting,Painting & Sculpture,12/11/2012,165595,http://www.moma.org/collection/works/165595,http://www.moma.org/media/W1siZiIsIjI5ODcxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e0aed66154156729
9831,5,1941,The Two of Symmetry,Trisha Brown,3045,American,1954,2012,1981,Ink,Gift of Gwen and Peter Norton,1789.2012.a-d,Drawing,Drawings,2/5/2013,165746,http://www.moma.org/collection/works/165746,http://www.moma.org/media/W1siZiIsIjI5MTA2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1f103fb6b0e2c0ed
9832,3,1941,Coney Island II,Trisha Brown,28461,American,1963,0,2012,Synthetic Polymer,Fund for the Twenty-First Century,61.2013.a-e,Painting,Painting & Sculpture,2/6/2013,165800,http://www.moma.org/collection/works/165800,http://www.moma.org/media/W1siZiIsIjI5MDU3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=70757399ead4e4ae
9833,5,1941,Untitled,Trisha Brown,6910,British,1963,0,2004,Gouache,Gift of Douglas S. Cramer,1792.2012,Drawing,Drawings,2/5/2013,165841,http://www.moma.org/collection/works/165841,http://www.moma.org/media/W1siZiIsIjI5MTI4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1a32686f7f44dad7
9834,5,1941,Spanish Head Composition,Trisha Brown,1210,American,1957,0,1988,Oil,Given anonymously,537.2013,Painting,Painting & Sculpture,5/20/2013,165883,http://www.moma.org/collection/works/165883,http://www.moma.org/media/W1siZiIsIjM4OTYyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b6c8f3a895121c73
9835,1,1941,Spurting Out Schizzano via,Trisha Brown,42787,Italian,1918,2015,1967,Ink,Gift of Dean Valentine and Amy Adelson,1790.2012,Drawing,Drawings,2/5/2013,165886,http://www.moma.org/collection/works/165886,http://www.moma.org/media/W1siZiIsIjM5Mzg2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cafe29330316c496
9836,5,1941,House of Flowers see you there,Trisha Brown,8087,British,1959,0,2007-2009,Oil,Gift of Steven and Alexandra Cohen,1799.2012,Painting,Painting & Sculpture,2/6/2013,165901,http://www.moma.org/collection/works/165901,http://www.moma.org/media/W1siZiIsIjI2Nzk0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6973fee02d57cc59
9837,1,1942,Untitled Law Blanks,Trisha Donnelly,5568,American,1951,2012,1994,Ink,Gift of Martina Yamin,1791.2012,Drawing,Drawings,2/5/2013,165905,http://www.moma.org/collection/works/165905,http://www.moma.org/media/W1siZiIsIjM5ODA1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bb4865797a55f49f
9838,4,1943,From White Mecha to Black Mecha - Your Portrait,Tristan Tzara,3281,Japanese,1935,1990,1959-1963,Cut and Pasted,"Robert Lehman Endowment Fund for Acquisitions by the Department of Drawings, The Museum of Modern Art, New York and funds provided by James Keith Brown and Eric Diefenbach",4.2013,Drawing,Drawings,2/5/2013,165931,http://www.moma.org/collection/works/165931,http://www.moma.org/media/W1siZiIsIjI4MjU3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2f653dbe99106505
9839,4,1944,A Menace to Liberty,Troy Brauntuch,28571,American,1965,0,2012,"Marker on found cardboard. Source image courtesy the Emma Goldman Papers, University of California, Berkeley",Purchased with funds provided by the Contemporary Arts Council of The Museum of Modern Art and by Susan G. Jacoby in honor of her mother Marjorie L. Goldberger,1.2013.a-c,Drawing,Drawings,2/5/2013,165932,http://www.moma.org/collection/works/165932,http://www.moma.org/media/W1siZiIsIjM5NjU5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3d607cb23abed211
9840,5,1944,ubermalung over painting,Troy Brauntuch,41131,Croatian,1924,2018,1959-1965,Oil,Purchased with funds provided by the Rendl Endowment for Slavic Art,33.2013,Drawing,Drawings,2/5/2013,166023,http://www.moma.org/collection/works/166023,http://www.moma.org/media/W1siZiIsIjI2MzkyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6a2f16e596f08d99
9841,1,1945,Untitled,Tyson Reeder,41131,Croatian,1924,2018,1964,"Metallic foil on paper and typewriting on paper, mounted on paper",Purchased with funds provided by the Rendl Endowment for Slavic Art,34.2013,Drawing,Drawings,2/5/2013,166024,http://www.moma.org/collection/works/166024,http://www.moma.org/media/W1siZiIsIjI2MzkyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a65a7f3855c56a2c
9842,4,1945,La Description,Tyson Reeder,41131,Croatian,1924,2018,1964,Typewriting,Gift of the artist,35.2013,Drawing,Drawings,2/5/2013,166025,http://www.moma.org/collection/works/166025,http://www.moma.org/media/W1siZiIsIjI2MzkyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=18313bcdc4382105
9843,5,1945,Dear Barack Obama,Tyson Reeder,42863,American,1964,0,2009,Pen,Gift of Martin and Rebecca Eisenberg,9.2013,Drawing,Drawings,2/5/2013,166082,http://www.moma.org/collection/works/166082,http://www.moma.org/media/W1siZiIsIjI4MjU3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7dcf8c4b5670efb5
9844,5,1945,Hilton Hotel,Tyson Reeder,42863,American,1964,0,2008,Pen,Gift of Martin and Rebecca Eisenberg,10.2013,Drawing,Drawings,2/5/2013,166083,http://www.moma.org/collection/works/166083,http://www.moma.org/media/W1siZiIsIjI5Mzg4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bd14580d2c493e69
9845,2,1945,Inner Limit,Tyson Reeder,42863,American,1964,0,2008,Gouache,Gift of Martin and Rebecca Eisenberg,11.2013,Drawing,Drawings,2/5/2013,166084,http://www.moma.org/collection/works/166084,http://www.moma.org/media/W1siZiIsIjI4MjU3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0974b1882eba8a7b
9846,5,1946,Untitled Diana Ross,Uche Okeke,42863,American,1964,0,2012,Gouache,Gift of Martin and Rebecca Eisenberg,13.2013,Drawing,Drawings,2/5/2013,166085,http://www.moma.org/collection/works/166085,http://www.moma.org/media/W1siZiIsIjI4MjU3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fae6a82126aa6972
9847,3,1946,"""Keep for Old Memiors""",Uche Okeke,5102,American,1926,0,1976,Pencil,Gift of Jo Carole and Ronald S. Lauder,57.2013,Painting,Painting & Sculpture,2/6/2013,166436,http://www.moma.org/collection/works/166436,http://www.moma.org/media/W1siZiIsIjI4ODMyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e7a10c1a357723df
9848,5,1946,The Invitation,Uche Okeke,5102,American,1926,0,1991,"Photomechanical reproductions pasted on fabric mounted on paper, with fan, tin ex-voto heart, feather, and wood hearts, in hinged wood shadow box",Gift of Jo Carole and Ronald S. Lauder,58.2013,Painting,Painting & Sculpture,2/6/2013,166437,http://www.moma.org/collection/works/166437,http://www.moma.org/media/W1siZiIsIjI5MDU3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=376b91e6f144acb3
9849,2,1946,Black Pope Sandwich Board Man,Uche Okeke,6339,American,1918,1979,1973,Oil,"Richard S. Zeisler Bequest by exchange, The Friends of Education of The Museum of Modern Art, Committee on Drawings Fund, Dian Woodner, and Agnes Gund",36.2013,Drawing,Drawings,2/5/2013,166557,http://www.moma.org/collection/works/166557,http://www.moma.org/media/W1siZiIsIjI2MzkzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=43f47c2d83fa3b69
9850,5,1947,Untitled,Ugo Rondinone,28316,American,1948,0,2009-2011,Pen,Purchased with funds provided by Agnes Gund,32.2013.1-15,Drawing,Drawings,2/5/2013,166558,http://www.moma.org/collection/works/166558,http://www.moma.org/media/W1siZiIsIjMwNjk0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4f7fb9e4a03dcd36
9851,1,1947,Shadow,Ugo Rondinone,5785,Japanese,1936,1998,2009-2010,Pencil,Gift of Tatsumi Sato,16.2013.a-b,Drawing,Drawings,2/5/2013,166561,http://www.moma.org/collection/works/166561,http://www.moma.org/media/W1siZiIsIjI2MzUwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c1a10ade54cba5d4
9852,1,1948,Shadow,Ulises Carrion,5785,Japanese,1936,1998,2011-2012,Pencil,Gift of Tatsumi Sato,15.2013.a-b,Drawing,Drawings,2/5/2013,166742,http://www.moma.org/collection/works/166742,http://www.moma.org/media/W1siZiIsIjI2MzUwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b780069f7639e8ef
9853,3,1948,Perspective,Ulises Carrion,5785,Japanese,1936,1998,2010-2011,Colored chalk on colored paper,Gift of Tatsumi Sato,17.2013,Drawing,Drawings,2/5/2013,166743,http://www.moma.org/collection/works/166743,http://www.moma.org/media/W1siZiIsIjI2MzUwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0502f6c7336ab79f
9854,4,1948,Perspective,Ulises Carrion,5785,Japanese,1936,1998,1917-1918,Colored chalk on colored paper,Gift of Tatsumi Sato,18.2013,Drawing,Drawings,2/5/2013,166744,http://www.moma.org/collection/works/166744,http://www.moma.org/media/W1siZiIsIjI2MzUwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8e02d6911138bf64
9855,1,1948,Perspective,Ulises Carrion,5785,Japanese,1936,1998,2013-2014,Pen,Gift of Tatsumi Sato,19.2013,Drawing,Drawings,2/5/2013,166745,http://www.moma.org/collection/works/166745,http://www.moma.org/media/W1siZiIsIjI2MzUwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f55f202fe4362a9a
9856,5,1949,"Book designs: ""Perspective""",Ulrich Ruckriem,5785,Japanese,1936,1998,2014-2015,Pencil,Gift of Tatsumi Sato,20.2013.a-b,Drawing,Drawings,2/5/2013,166746,http://www.moma.org/collection/works/166746,http://www.moma.org/media/W1siZiIsIjI2MzgzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9a3743980b3625a4
9857,1,1949,Oneness of Paper,Ulrich Ruckriem,5785,Japanese,1936,1998,1972,Torn colored paper on paper,Gift of Tatsumi Sato,21.2013,Drawing,Drawings,2/5/2013,166747,http://www.moma.org/collection/works/166747,http://www.moma.org/media/W1siZiIsIjI2Mzg0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c0c091fa76496969
9858,2,1950,Eraser,Ulrike Muller,5785,Japanese,1936,1998,1970,Pencil,Gift of Tatsumi Sato,22.2013,Drawing,Drawings,2/5/2013,166748,http://www.moma.org/collection/works/166748,http://www.moma.org/media/W1siZiIsIjI2Mzg1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b037c4ce84b82e4e
9859,5,1951,"Book designs ""Rubbing""",Ulysse Comtois,5785,Japanese,1936,1998,1972,Ink,Gift of Tatsumi Sato,23.2013,Drawing,Drawings,2/5/2013,166749,http://www.moma.org/collection/works/166749,http://www.moma.org/media/W1siZiIsIjI2MzUyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6960ca6e730253bd
9860,4,1952,"Book designs ""Rubbing""",Umberto Boccioni,5785,Japanese,1936,1998,1972,Ink,Gift of Tatsumi Sato,24.2013,Drawing,Drawings,2/5/2013,166750,http://www.moma.org/collection/works/166750,http://www.moma.org/media/W1siZiIsIjI2MzUyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=19f4e728f767cfda
9861,5,1952,"Book designs ""Rubbing""",Umberto Boccioni,5785,Japanese,1936,1998,1972,Ink,Gift of Tatsumi Sato,25.2013,Drawing,Drawings,2/5/2013,166751,http://www.moma.org/collection/works/166751,http://www.moma.org/media/W1siZiIsIjI2MzUzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=14924284e2a2305e
9862,1,1952,Tape,Umberto Boccioni,5785,Japanese,1936,1998,1973,Pencil,Gift of Tatsumi Sato,26.2013,Drawing,Drawings,2/5/2013,166752,http://www.moma.org/collection/works/166752,http://www.moma.org/media/W1siZiIsIjI2Mzg4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f5a8626040a7b56d
9863,2,1952,Space in Two Dimensions,Umberto Boccioni,5785,Japanese,1936,1998,1979,Ink,Gift of Tatsumi Sato,27.2013,Drawing,Drawings,2/5/2013,166753,http://www.moma.org/collection/works/166753,http://www.moma.org/media/W1siZiIsIjI2MzUzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=95e985630cf610aa
9864,2,1952,Space in Two Dimensions,Umberto Boccioni,5785,Japanese,1936,1998,1979,Ink,Gift of Tatsumi Sato,28.2013,Drawing,Drawings,2/5/2013,166754,http://www.moma.org/collection/works/166754,http://www.moma.org/media/W1siZiIsIjI2MzUzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b70bf2e93e218ae8
9865,5,1952,Overlapping,Umberto Boccioni,5785,Japanese,1936,1998,1983,Pencil,Gift of Tatsumi Sato,29.2013,Drawing,Drawings,2/5/2013,166755,http://www.moma.org/collection/works/166755,http://www.moma.org/media/W1siZiIsIjI2MzkwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d70eaa3c66ca3ccf
9866,5,1952,Overlapping,Umberto Boccioni,5785,Japanese,1936,1998,1983,Cut and Pasted,Gift of Tatsumi Sato,30.2013,Drawing,Drawings,2/5/2013,166756,http://www.moma.org/collection/works/166756,http://www.moma.org/media/W1siZiIsIjI2MzkxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=75c07639252a70de
9867,3,1952,Form,Umberto Boccioni,5785,Japanese,1936,1998,1983,Pencil,Gift of Tatsumi Sato,31.2013,Drawing,Drawings,2/5/2013,166757,http://www.moma.org/collection/works/166757,http://www.moma.org/media/W1siZiIsIjI2MzUzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=697c93c5d9eaf190
9868,2,1952,Drama Projections Stuttgart,Umberto Boccioni,42851,Chilean,1973,0,2008,Pencil,Purchased with funds provided by the Friends of Contemporary Drawings,5.2013.1,Drawing,Drawings,2/5/2013,166854,http://www.moma.org/collection/works/166854,http://www.moma.org/media/W1siZiIsIjI5NDYzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4b74e0faed051e9e
9869,1,1952,Drama Projections Stuttgart,Umberto Boccioni,42851,Chilean,1973,0,2008,Pencil,Purchased with funds provided by the Friends of Contemporary Drawings,5.2013.2,Drawing,Drawings,2/5/2013,166855,http://www.moma.org/collection/works/166855,http://www.moma.org/media/W1siZiIsIjI5NDYzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=717375ba070326a0
9870,3,1952,Drama Projections Stuttgart,Umberto Boccioni,42851,Chilean,1973,0,2008,Pencil,Purchased with funds provided by the Friends of Contemporary Drawings,5.2013.3,Drawing,Drawings,2/5/2013,166856,http://www.moma.org/collection/works/166856,http://www.moma.org/media/W1siZiIsIjI5NDYzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ba82a95ae0291c41
9871,2,1952,Drama Projections Stuttgart,Umberto Boccioni,42851,Chilean,1973,0,2008,Pencil,Purchased with funds provided by the Friends of Contemporary Drawings,5.2013.4,Drawing,Drawings,2/5/2013,166857,http://www.moma.org/collection/works/166857,http://www.moma.org/media/W1siZiIsIjI5NDYzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7ef18797f7ec6218
9872,3,1952,Drama Projections Stuttgart,Umberto Boccioni,42851,Chilean,1973,0,2008,Pencil,Purchased with funds provided by the Friends of Contemporary Drawings,5.2013.5,Drawing,Drawings,2/5/2013,166858,http://www.moma.org/collection/works/166858,http://www.moma.org/media/W1siZiIsIjI5NDYzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=de2eabac508b3c5e
9873,4,1952,Drama Projections Stuttgart,Umberto Boccioni,42851,Chilean,1973,0,2008,Pencil,Purchased with funds provided by the Friends of Contemporary Drawings,5.2013.6,Drawing,Drawings,2/5/2013,166859,http://www.moma.org/collection/works/166859,http://www.moma.org/media/W1siZiIsIjI5NDYzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d503e74c08f292de
9874,5,1952,Drama Projections Stuttgart,Umberto Boccioni,42851,Chilean,1973,0,2008,Pencil,Purchased with funds provided by the Friends of Contemporary Drawings,5.2013.7,Drawing,Drawings,2/5/2013,166860,http://www.moma.org/collection/works/166860,http://www.moma.org/media/W1siZiIsIjI5NDYzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c6ee6e9100a46369
9875,3,1952,Drama Projections Stuttgart,Umberto Boccioni,42851,Chilean,1973,0,2008,Pencil,Purchased with funds provided by the Friends of Contemporary Drawings,5.2013.8,Drawing,Drawings,2/5/2013,166861,http://www.moma.org/collection/works/166861,http://www.moma.org/media/W1siZiIsIjI5NDYzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ad419a5b491c5155
9876,1,1952,Atelierul - scenariul The Studio - the film script,Umberto Boccioni,43150,Romanian,1926,0,1978,Charcoal,The Modern Women's Fund,642.2013,Drawing,Drawings,5/23/2013,167210,http://www.moma.org/collection/works/167210,http://www.moma.org/media/W1siZiIsIjI5Mjk3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=da5507536546302d
9877,4,1953,Medea's Hypostases II,Ung-no Lee,43150,Romanian,1926,0,1980,Drawing with sewing machine on textile,The Modern Women's Fund,536.2013.1,Painting,Painting & Sculpture,5/20/2013,167211,http://www.moma.org/collection/works/167211,http://www.moma.org/media/W1siZiIsIjI3NjQ3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=19734a38d34829a3
9878,2,1954,Medea's Hypostases III,Urs Fischer,43150,Romanian,1926,0,1980,Drawing with sewing machine on textile,The Modern Women's Fund,536.2013.2,Painting,Painting & Sculpture,5/20/2013,167212,http://www.moma.org/collection/works/167212,http://www.moma.org/media/W1siZiIsIjI3NjQ3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=49ef65df81735206
9879,1,1955,Medea's Hypostases IV,Uwe Kowski,43150,Romanian,1926,0,1980,Drawing with sewing machine on textile,The Modern Women's Fund,536.2013.3,Painting,Painting & Sculpture,5/20/2013,167213,http://www.moma.org/collection/works/167213,http://www.moma.org/media/W1siZiIsIjI3NjQ3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a667f2b7837629b3
9880,1,1955,Yellowgreen,Uwe Kowski,36363,American,1973,0,2011,Synthetic Polymer,Fund for the Twenty-First Century,538.2013.a-b,Painting,Painting & Sculpture,5/20/2013,168067,http://www.moma.org/collection/works/168067,http://www.moma.org/media/W1siZiIsIjI3OTAwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ddd29cfc71f233a7
9881,1,1956,Untitled,Vanessa Bell,43339,Brazilian,1961,0,2008,Gouache,Latin American and Caribbean Fund,27.2014,Drawing,Drawings,2/6/2014,168068,http://www.moma.org/collection/works/168068,http://www.moma.org/media/W1siZiIsIjI5MjQ1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5b65c788c8979d05
9882,4,1956,Untitled,Vanessa Bell,43339,Brazilian,1961,0,2009,Ink,Latin American and Caribbean Fund,28.2014,Drawing,Drawings,2/6/2014,168069,http://www.moma.org/collection/works/168069,http://www.moma.org/media/W1siZiIsIjI5MjQ1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1106a0a0aad59ce6
9883,1,1957,Water Middle,Varvara Stepanova,43339,Brazilian,1961,0,2011,Ink,Latin American and Caribbean Fund,29.2014,Drawing,Drawings,2/6/2014,168070,http://www.moma.org/collection/works/168070,http://www.moma.org/media/W1siZiIsIjI5MjQ1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5224be1befb412c1
